companyid,locationid,state,patientid,procedure_code,production,description,week_start_date,year
V822321,2-Jan,NC,539,IL9101,91.73,IDEXX URINALYSIS ADD-ON,2017-05-01,2017
V822321,2-Jan,NC,414,RX7244,62.0,4DX HEARTWORM - IDEXX,2017-05-08,2017
V822321,2-Jan,NC,799,1773,29.01,IDEXX CBC (PROCYTE) INHOUSE,2017-05-15,2017
V822321,2-Jan,NC,654,6120,71.0,IDEXX - CHEM 10 RECHECK,2017-05-15,2017
V822321,2-Jan,NC,545,490IDX,44.5,IDEXX HEARTWORM SNAP TEST,2017-05-22,2017
V822321,2-Jan,NC,704,IL75B,175.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-05-22,2017
V822321,2-Jan,NC,841,IL90999,273.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2017-05-29,2017
V822321,2-Jan,NC,809,IL90999,268.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2017-06-12,2017
V822321,2-Jan,NC,935,6240,154.0,SA IDEXX B12(2013),2017-06-26,2017
V822321,2-Jan,NC,711,24639,63.0,IDEXX FECAL O&P W GIARDIA,2017-06-26,2017
V822321,2-Jan,NC,233,PREAXBW,110.6,IDEXX PABW,2017-06-26,2017
V822321,2-Jan,NC,617,3231,58.96,FECAL O&P PRIMATE - IDEXX #320388,2017-06-26,2017
V822321,2-Jan,NC,304,176140,32.0,IDEXX CATALYST LYTE 4,2017-07-03,2017
V822321,2-Jan,NC,814,490IDX,43.5,IDEXX HEARTWORM SNAP TEST,2017-07-03,2017
V822321,2-Jan,NC,465,FAAP,160.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2017-07-24,2017
V822321,2-Jan,NC,301,IL24483,254.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2017-07-31,2017
V822321,2-Jan,NC,565,IL75B,174.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-08-14,2017
V822321,2-Jan,NC,372,IL31829,128.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2017-08-14,2017
V822321,2-Jan,NC,765,IL32159,196.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2017-08-21,2017
V822321,2-Jan,NC,396,RX7244,69.0,4DX HEARTWORM - IDEXX,2017-08-28,2017
V822321,2-Jan,NC,841,3231,61.96,FECAL O&P PRIMATE - IDEXX #320388,2017-08-28,2017
V822321,2-Jan,NC,531,MM,125.5,IDEXX MEDICAL MONITORING PROFILE,2017-09-11,2017
V822321,2-Jan,NC,435,IL22159,91.0,IDEXX PRE-OP PANEL/ADULT PANEL,2017-09-11,2017
V822321,2-Jan,NC,156,GIAFF,77.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2017-09-18,2017
V822321,2-Jan,NC,975,IL3808,168.05,IDEXX COMP DIARRHEA PROFILE K9,2017-09-25,2017
V822321,2-Jan,NC,329,1295,89.89,IDEXX URINALYSIS,2017-10-02,2017
V822321,2-Jan,NC,155,1773,31.01,IDEXX CBC (PROCYTE) INHOUSE,2017-10-16,2017
V822321,2-Jan,NC,522,1248,288.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2017-10-16,2017
V822321,2-Jan,NC,313,IL8041,119.72,IDEXX T4 FOLLOW-UP,2017-10-23,2017
V822321,2-Jan,NC,787,776,126.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2017-10-30,2017
V822321,2-Jan,NC,372,FECALDX,74.8,IDEXX: FECAL DX W GIARDIA - WELLNESS,2017-10-30,2017
V822321,2-Jan,NC,884,759999,195.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2017-11-06,2017
V822321,2-Jan,NC,722,27013,74.0,CBC - IDEXX,2017-11-06,2017
V822321,2-Jan,NC,606,FDX,45.0,FECAL DX (IDEXX),2017-11-13,2017
V822321,2-Jan,NC,596,RX7244,64.0,4DX HEARTWORM - IDEXX,2017-11-20,2017
V822321,2-Jan,NC,703,IL275,151.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2017-11-20,2017
V822321,2-Jan,NC,913,3231,58.96,FECAL O&P PRIMATE - IDEXX #320389,2017-12-04,2017
V822321,2-Jan,NC,580,IL31829,133.0,IDEXX 4DX + FECAL - COMPREHENSIVE,2017-12-11,2017
V822321,2-Jan,NC,626,FDX,51.0,FECAL DX (IDEXX),2017-12-11,2017
V822321,2-Jan,NC,412,6120,72.0,IDEXX - CHEM 10 RECHECK,2017-12-18,2017
V822321,2-Jan,NC,827,6240,166.0,SA IDEXX B12(2013),2017-12-18,2017
V822321,2-Jan,NC,156,IL5010,45.49,IDEXX OVA AND PARASITES 3 OR MORE,2017-12-25,2017
V822321,2-Jan,NC,307,24639,88.57,IDEXX FECAL DX PROFILE W GIARDIA,2018-01-29,2018
V822321,2-Jan,NC,650,48019999,257.0,FELINE PLUS (IDEXX),2018-02-12,2018
V822321,2-Jan,NC,833,I910,78.0,IDEXX URINALYSIS,2018-02-19,2018
V822321,2-Jan,NC,872,URINE,65.5,URINALYSIS IN HOUSE - IDEXX,2018-03-12,2018
V822321,2-Jan,NC,996,FDX,50.0,FECAL DX (IDEXX),2018-03-12,2018
V822321,2-Jan,NC,240,IRL24639,41.56,IDEXX FECAL DX PROFILE W GIARDIA,2018-04-23,2018
V822321,2-Jan,NC,257,1189,129.0,IDEXX CUSTOM PROFILE 212-STANDARD CB,2018-05-07,2018
V822321,2-Jan,NC,898,3231,61.96,FECAL O&P PRIMATE - IDEXX #320381,2018-05-21,2018
V822321,2-Jan,NC,909,FDX,49.0,FECAL DX (IDEXX),2018-05-21,2018
V822321,2-Jan,NC,954,IL9101,85.73,IDEXX URINALYSIS ADD-ON,2018-08-06,2018
V822321,2-Jan,NC,620,IL5010,52.49,IDEXX OVA AND PARASITES 3 OR MORE,2018-08-27,2018
V822321,2-Jan,NC,548,HF248,200.0,ZRADIOLOGY CONSULT (IDEXX) HF,2018-08-27,2018
V822321,2-Jan,NC,750,1248,279.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2018-09-03,2018
V822321,2-Jan,NC,842,1295,89.89,IDEXX URINALYSIS,2018-09-24,2018
V822321,2-Jan,NC,475,4DX,64.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2018-10-29,2018
V822321,2-Jan,NC,554,FECAL,74.0,FECAL FLOAT (TO IDEXX LAB),2018-10-29,2018
V822321,2-Jan,NC,782,HF248,202.0,ZRADIOLOGY CONSULT (IDEXX) HF,2018-11-12,2018
V822321,2-Jan,NC,371,31803,125.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2018-11-12,2018
V822321,2-Jan,NC,222,1295,88.89,IDEXX URINALYSIS,2018-11-26,2018
V822321,2-Jan,NC,986,IL31829,124.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2018-12-03,2018
V822321,2-Jan,NC,645,FDX,52.0,FECAL DX (IDEXX),2018-12-17,2018
V822321,2-Jan,NC,101,3231,57.96,FECAL O&P PRIMATE - IDEXX #320381,2018-12-17,2018
V822321,2-Jan,NC,155,ID804,127.0,IDEXX TOTAL T4,2018-12-31,2018
V822321,2-Jan,NC,228,4871999,104.0,IDEXX K9 CHEM10/SDMA/CBC/4DX/IPS,2019-02-04,2019
V822321,2-Jan,NC,401,ID804,126.0,IDEXX TOTAL T4,2019-02-11,2019
V822321,2-Jan,NC,183,IL31829,132.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2019-03-11,2019
V822321,2-Jan,NC,450,6120,72.0,IDEXX - CHEM 10 RECHECK,2019-05-13,2019
V822321,2-Jan,NC,785,910,69.04,URINALYSIS ~ IDEXX,2019-05-20,2019
V822321,2-Jan,NC,542,776,129.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2019-07-29,2019
V822321,2-Jan,NC,922,ID804,128.0,IDEXX TOTAL T4,2019-09-30,2019
V822321,2-Jan,NC,541,3231,55.96,FECAL O&P PRIMATE - IDEXX #320437,2019-10-14,2019
V822321,2-Jan,NC,251,IL31829,131.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2019-11-18,2019
V822321,2-Jan,NC,659,URINE,66.5,URINALYSIS IN HOUSE - IDEXX,2019-12-16,2019
V822321,2-Jan,NC,401,31803,134.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2019-12-30,2019
V822321,2-Jan,NC,444,27007,169.0,SENIOR PROFILE - IDEXX,2020-01-06,2020
V822321,2-Jan,NC,749,10132,44.0,FRUCTOSAMINE (IDEXX IN-HOUSE),2020-02-10,2020
V822321,2-Jan,NC,149,759999,205.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2020-03-02,2020
V822321,2-Jan,NC,812,776,125.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2020-03-30,2020
V822321,2-Jan,NC,275,IDX105,60.81,IDEXX CBC,2020-04-27,2020
V822321,2-Jan,NC,809,IL3808,164.05,IDEXX COMP DIARRHEA PROFILE K9,2020-06-08,2020
V822321,2-Jan,NC,354,IL501,64.0,IDEXX OVA AND PARASITES (FECAL),2020-07-13,2020
V822321,2-Jan,NC,531,490IDX,48.5,IDEXX HEARTWORM SNAP TEST,2020-07-27,2020
V822321,2-Jan,NC,612,IL8041,115.72,IDEXX T4 FOLLOW-UP,2020-08-17,2020
V822321,2-Jan,NC,736,64275,62.8,FECAL O&P DX PP IDEXX #5013,2020-08-24,2020
V822321,2-Jan,NC,951,IL5199,42.48,IDEXX FECAL DX ANTIGEN,2020-09-14,2020
V822321,2-Jan,NC,222,1295,85.89,IDEXX URINALYSIS,2020-10-05,2020
V822321,2-Jan,NC,939,42739999,457.7,IDEXX CANINE BLOODWORK PACKAGE,2020-11-23,2020
V822321,2-Jan,NC,910,3231,60.96,FECAL O&P PRIMATE - IDEXX #320437,2020-11-30,2020
V822321,2-Jan,NC,795,3231,53.96,FECAL O&P PRIMATE - IDEXX #320437,2021-01-11,2021
V822321,2-Jan,NC,397,176140,34.0,IDEXX CATALYST LYTE 4,2021-01-25,2021
V822321,2-Jan,NC,318,IL501,61.0,IDEXX OVA AND PARASITES (FECAL),2021-02-01,2021
V822321,2-Jan,NC,421,776,128.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2021-03-29,2021
V822321,2-Jan,NC,574,IL7244,51.47,IDEXX LAB 4DX PLUS TEST - CANINE,2021-04-19,2021
V822321,2-Jan,NC,831,IRL24639,44.56,IDEXX FECAL DX PROFILE W GIARDIA,2021-08-09,2021
V822321,2-Jan,NC,894,27007,167.0,SENIOR PROFILE - IDEXX,2021-09-06,2021
V822321,2-Jan,NC,648,FECA,38.0,FECAL PANEL TO IDEXX,2021-09-27,2021
V822321,2-Jan,NC,549,I910,73.0,IDEXX URINALYSIS,2021-11-08,2021
V822321,2-Jan,NC,674,490IDX,41.5,IDEXX HEARTWORM SNAP TEST,2021-11-08,2021
V822321,2-Jan,NC,215,IL275,160.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2021-12-06,2021
V822321,2-Jan,NC,931,IL3808,170.05,IDEXX COMP DIARRHEA PROFILE K9,2021-12-20,2021
V822321,2-Jan,NC,743,ID75,334.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2021-12-27,2021
V822321,2-Jan,NC,823,IDX2,203.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2022-01-10,2022
V822321,2-Jan,NC,841,RX7244,62.0,4DX HEARTWORM - IDEXX,2022-01-31,2022
V822321,2-Jan,NC,170,910,72.04,URINALYSIS ~ IDEXX,2022-02-14,2022
V822321,2-Jan,NC,452,27007,161.0,SENIOR PROFILE - IDEXX,2022-03-28,2022
V822321,2-Jan,NC,180,3231,60.96,FECAL O&P PRIMATE - IDEXX #320381,2022-08-01,2022
V822321,2-Jan,NC,987,910,77.8,IDEXX URINALYSIS,2022-10-17,2022
V822321,2-Jan,NC,630,3231,61.96,FECAL O&P PRIMATE - IDEXX #320389,2022-11-14,2022
V822321,2-Jan,NC,590,IL31829,126.0,IDEXX 4DX + FECAL - COMPREHENSIVE,2022-12-12,2022
V822321,2-Jan,NC,749,64275,58.8,FECAL O&P DX PP IDEXX #5013,2023-01-30,2023
V822321,2-Jan,NC,875,IL75B,164.0,IDEXX TOTAL HEALTH PLUS BASIC**,2023-05-08,2023
V822321,2-Jan,NC,226,IL501,61.0,IDEXX OVA AND PARASITES (FECAL),2023-07-17,2023
V822321,2-Jan,NC,508,FDX,52.0,FECAL DX (IDEXX),2023-07-17,2023
V822321,2-Jan,NC,619,176140,35.0,IDEXX CATALYST LYTE 4,2023-07-24,2023
V822321,2-Jan,NC,169,IL9461,139.0,IDEXX URINE CORT/CREATINE ADD-ON,2023-10-09,2023
V822321,2-Jan,NC,570,FDX,48.0,FECAL DX (IDEXX),2023-10-23,2023
V847311,2-Jan,OK,519,490IDX,45.5,IDEXX HEARTWORM SNAP TEST,2017-01-02,2017
V847311,2-Jan,OK,534,IDX105,59.81,IDEXX CBC,2017-01-09,2017
V847311,2-Jan,OK,231,3231,59.96,FECAL O&P PRIMATE - IDEXX #320381,2017-01-09,2017
V847311,2-Jan,OK,220,176140,32.0,IDEXX CATALYST LYTE 4,2017-02-06,2017
V847311,2-Jan,OK,204,64275,66.8,FECAL O&P DX PP IDEXX #5013,2017-03-20,2017
V847311,2-Jan,OK,655,PREAXBW,114.6,IDEXX PABW,2017-03-20,2017
V847311,2-Jan,OK,109,IDX101,92.31,IDEXX CHEM 15,2017-04-03,2017
V847311,2-Jan,OK,476,IL5013,61.0,IDEXX FECAL DX OVA AND ANTIGEN,2017-04-10,2017
V847311,2-Jan,OK,686,IL75B,167.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-05-08,2017
V847311,2-Jan,OK,236,MM,125.5,IDEXX MEDICAL MONITORING PROFILE,2017-05-08,2017
V847311,2-Jan,OK,655,IL5010,45.49,IDEXX OVA AND PARASITES 3 OR MORE,2017-05-15,2017
V847311,2-Jan,OK,573,1295,82.89,IDEXX URINALYSIS,2017-05-22,2017
V847311,2-Jan,OK,824,IL8041,115.72,IDEXX T4 FOLLOW-UP,2017-06-05,2017
V847311,2-Jan,OK,256,IL8041,123.72,IDEXX T4 FOLLOW-UP,2017-06-19,2017
V847311,2-Jan,OK,194,IL32159,190.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2017-06-26,2017
V847311,2-Jan,OK,897,3231,61.96,FECAL O&P PRIMATE - IDEXX #320381,2017-07-03,2017
V847311,2-Jan,OK,202,IL45139,174.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2017-07-03,2017
V847311,2-Jan,OK,700,1827,112.11,IDEXX TOTAL HEALTH + T4 #759999,2017-07-10,2017
V847311,2-Jan,OK,844,FDX,47.0,FECAL DX (IDEXX),2017-07-10,2017
V847311,2-Jan,OK,709,1248,284.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2017-07-10,2017
V847311,2-Jan,OK,875,IL275,153.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2017-08-21,2017
V847311,2-Jan,OK,583,776,127.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2017-08-21,2017
V847311,2-Jan,OK,843,42739999,428.7,IDEXX CANINE BLOODWORK PACKAGE,2017-08-28,2017
V847311,2-Jan,OK,862,IL9400,112.15,IDEXX URINALYSIS WITH UPC,2017-09-11,2017
V847311,2-Jan,OK,985,IL8041,122.72,IDEXX T4 FOLLOW-UP,2017-10-16,2017
V847311,2-Jan,OK,177,IL5199,49.48,IDEXX FECAL DX ANTIGEN,2017-11-06,2017
V847311,2-Jan,OK,470,27007,159.0,SENIOR PROFILE - IDEXX,2017-11-27,2017
V847311,2-Jan,OK,241,27007,162.0,SENIOR PROFILE - IDEXX,2017-11-27,2017
V847311,2-Jan,OK,619,IL5013,57.0,IDEXX FECAL DX OVA AND ANTIGEN,2018-02-12,2018
V847311,2-Jan,OK,536,4DX,62.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2018-02-12,2018
V847311,2-Jan,OK,427,FDX,51.0,FECAL DX (IDEXX),2018-03-05,2018
V847311,2-Jan,OK,259,IL32159,182.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2018-03-26,2018
V847311,2-Jan,OK,488,4871999,111.0,IDEXX K9 CHEM10/SDMA/CBC/4DX/IPS,2018-04-02,2018
V847311,2-Jan,OK,576,FDX,49.0,FECAL DX (IDEXX),2018-04-23,2018
V847311,2-Jan,OK,595,PREAXBW,110.6,IDEXX PABW,2018-04-30,2018
V847311,2-Jan,OK,773,FECAL,77.0,FECAL FLOAT (TO IDEXX LAB),2018-05-07,2018
V847311,2-Jan,OK,189,1295,84.89,IDEXX URINALYSIS,2018-06-04,2018
V847311,2-Jan,OK,565,IRL24639,43.56,IDEXX FECAL DX PROFILE W GIARDIA,2018-07-02,2018
V847311,2-Jan,OK,188,48019999,258.0,FELINE PLUS (IDEXX),2018-07-16,2018
V847311,2-Jan,OK,804,IL31829,103.92,IDEXX K9 COMP PARASITE SCREEN,2018-07-30,2018
V847311,2-Jan,OK,310,3231,53.96,FECAL O&P PRIMATE - IDEXX #320437,2018-08-13,2018
V847311,2-Jan,OK,282,IL9101,90.73,IDEXX URINALYSIS ADD-ON,2018-10-01,2018
V847311,2-Jan,OK,529,27007,160.0,SENIOR PROFILE - IDEXX,2018-10-29,2018
V847311,2-Jan,OK,714,PREAXBW,115.6,IDEXX PABW,2018-11-05,2018
V847311,2-Jan,OK,889,FECAL,75.0,FECAL FLOAT (TO IDEXX LAB),2018-12-03,2018
V847311,2-Jan,OK,288,IRL24639,44.56,IDEXX FECAL DX PROFILE W GIARDIA,2019-01-28,2019
V847311,2-Jan,OK,449,13867,71.0,IDEXX PHENOBARBITAL (1000),2019-02-18,2019
V847311,2-Jan,OK,368,176140,36.0,IDEXX CATALYST LYTE 4,2019-06-17,2019
V847311,2-Jan,OK,475,3231,61.96,FECAL O&P PRIMATE - IDEXX #320389,2019-07-22,2019
V847311,2-Jan,OK,318,IR501,43.0,IDEXX FECAL O&P,2019-09-16,2019
V847311,2-Jan,OK,870,1773,28.01,IDEXX CBC (PROCYTE) INHOUSE,2019-09-23,2019
V847311,2-Jan,OK,804,IL31829,98.92,IDEXX K9 COMP PARASITE SCREEN,2019-09-23,2019
V847311,2-Jan,OK,278,3231,55.96,FECAL O&P PRIMATE - IDEXX #320437,2019-11-18,2019
V847311,2-Jan,OK,257,176140,32.0,IDEXX CATALYST LYTE 4,2020-01-13,2020
V847311,2-Jan,OK,770,3231,54.96,FECAL O&P PRIMATE - IDEXX #320389,2020-01-13,2020
V847311,2-Jan,OK,537,I910,77.0,IDEXX URINALYSIS,2020-01-13,2020
V847311,2-Jan,OK,265,IL75B,161.0,IDEXX TOTAL HEALTH PLUS BASIC**,2020-02-10,2020
V847311,2-Jan,OK,772,FDX,49.0,FECAL DX (IDEXX),2020-02-17,2020
V847311,2-Jan,OK,581,IL31829,104.92,IDEXX K9 COMP PARASITE SCREEN,2020-03-09,2020
V847311,2-Jan,OK,547,27013,77.0,CBC - IDEXX,2020-05-25,2020
V847311,2-Jan,OK,361,6240,161.0,SA IDEXX B12(2013),2020-06-01,2020
V847311,2-Jan,OK,975,IL24483,264.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2020-06-15,2020
V847311,2-Jan,OK,403,1248,269.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2020-06-22,2020
V847311,2-Jan,OK,994,24639,84.57,IDEXX FECAL DX PROFILE W GIARDIA,2020-06-22,2020
V847311,2-Jan,OK,147,490IDX,46.5,IDEXX HEARTWORM SNAP TEST,2020-06-22,2020
V847311,2-Jan,OK,443,1248,291.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2020-07-06,2020
V847311,2-Jan,OK,494,3231,58.96,FECAL O&P PRIMATE - IDEXX #320438,2020-08-03,2020
V847311,2-Jan,OK,751,IL7244,58.47,IDEXX LAB 4DX PLUS TEST - CANINE,2020-09-07,2020
V847311,2-Jan,OK,598,FECA,38.0,FECAL PANEL TO IDEXX,2020-09-07,2020
V847311,2-Jan,OK,947,IR501,41.0,IDEXX FECAL O&P,2020-10-26,2020
V847311,2-Jan,OK,695,SA705,124.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2020-11-23,2020
V847311,2-Jan,OK,127,FAAP,169.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2020-12-14,2020
V847311,2-Jan,OK,111,24639,83.57,IDEXX FECAL DX PROFILE W GIARDIA,2021-03-08,2021
V847311,2-Jan,OK,609,IL9400,112.15,IDEXX URINALYSIS WITH UPC,2021-04-05,2021
V847311,2-Jan,OK,699,IDX10,65.89,IDEXX FELV + FIV TEST (IN HOUSE),2021-04-26,2021
V847311,2-Jan,OK,612,FECA,40.0,FECAL PANEL TO IDEXX,2021-06-14,2021
V847311,2-Jan,OK,445,FECA,35.0,FECAL PANEL TO IDEXX,2021-06-21,2021
V847311,2-Jan,OK,883,HW,59.0,IDEXX - HEARTWORM SNAP,2021-08-23,2021
V847311,2-Jan,OK,426,490IDX,42.5,IDEXX HEARTWORM SNAP TEST,2021-12-06,2021
V847311,2-Jan,OK,372,176140,30.0,IDEXX CATALYST LYTE 4,2021-12-13,2021
V847311,2-Jan,OK,658,759999,205.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2022-01-31,2022
V847311,2-Jan,OK,603,IL24483,255.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2022-02-14,2022
V847311,2-Jan,OK,184,HW,62.0,IDEXX - HEARTWORM SNAP,2022-02-14,2022
V847311,2-Jan,OK,894,75PCMET,257.0,PCMET IDEXX TOTAL BODY HEALTH (75),2022-02-21,2022
V847311,2-Jan,OK,217,FDX,51.0,FECAL DX (IDEXX),2022-02-21,2022
V847311,2-Jan,OK,413,ID804,131.0,IDEXX TOTAL T4,2022-05-02,2022
V847311,2-Jan,OK,292,IL32159,197.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2022-06-06,2022
V847311,2-Jan,OK,127,IDX105,60.81,IDEXX CBC,2022-07-25,2022
V847311,2-Jan,OK,533,3231,56.96,FECAL O&P PRIMATE - IDEXX #320381,2022-07-25,2022
V847311,2-Jan,OK,563,4871999,105.0,IDEXX K9 CHEM10/SDMA/CBC/4DX/IPS,2022-08-01,2022
V847311,2-Jan,OK,736,27007,169.0,SENIOR PROFILE - IDEXX,2022-08-08,2022
V847311,2-Jan,OK,804,IR501,41.0,IDEXX FECAL O&P,2022-09-05,2022
V847311,2-Jan,OK,764,IL5010,49.49,IDEXX OVA AND PARASITES 3 OR MORE,2022-09-12,2022
V847311,2-Jan,OK,237,FDX,50.0,FECAL DX (IDEXX),2022-10-10,2022
V847311,2-Jan,OK,394,MM,129.5,IDEXX MEDICAL MONITORING PROFILE,2022-11-14,2022
V847311,2-Jan,OK,273,IL22159,90.0,IDEXX PRE-OP PANEL/ADULT PANEL,2022-11-28,2022
V847311,2-Jan,OK,927,IL75B,160.0,IDEXX TOTAL HEALTH PLUS BASIC**,2022-12-12,2022
V847311,2-Jan,OK,278,24639,72.0,IDEXX FECAL O&P W GIARDIA,2022-12-26,2022
V847311,2-Jan,OK,640,IL31829,135.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2023-03-06,2023
V847311,2-Jan,OK,511,176140,34.0,IDEXX CATALYST LYTE 4,2023-05-01,2023
V847311,2-Jan,OK,242,1773,25.01,IDEXX CBC (PROCYTE) INHOUSE,2023-07-17,2023
V847311,2-Jan,OK,301,GIAFF,79.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2023-10-23,2023
V847311,2-Jan,OK,433,IDX10,66.89,IDEXX FELV + FIV TEST (IN HOUSE),2023-11-06,2023
V847311,1-Jan,NJ,157,FDX,50.0,FECAL DX (IDEXX),2017-01-02,2017
V847311,1-Jan,NJ,830,MM,129.5,IDEXX MEDICAL MONITORING PROFILE,2017-01-30,2017
V847311,1-Jan,NJ,686,IL24483,263.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2017-02-06,2017
V847311,1-Jan,NJ,279,SA705,124.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2017-02-06,2017
V847311,1-Jan,NJ,743,IL7244,55.47,IDEXX LAB 4DX PLUS TEST - CANINE,2017-02-13,2017
V847311,1-Jan,NJ,179,490IDX,47.5,IDEXX HEARTWORM SNAP TEST,2017-02-20,2017
V847311,1-Jan,NJ,454,IL31829,97.92,IDEXX K9 COMP PARASITE SCREEN,2017-02-20,2017
V847311,1-Jan,NJ,888,4DX,56.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2017-02-20,2017
V847311,1-Jan,NJ,679,FDX,50.0,FECAL DX (IDEXX),2017-02-20,2017
V847311,1-Jan,NJ,893,T4,51.5,IDEXX T4,2017-03-13,2017
V847311,1-Jan,NJ,495,3231,61.96,FECAL O&P PRIMATE - IDEXX #320389,2017-03-20,2017
V847311,1-Jan,NJ,602,IL75B,174.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-03-27,2017
V847311,1-Jan,NJ,799,IL9101,86.73,IDEXX URINALYSIS ADD-ON,2017-04-03,2017
V847311,1-Jan,NJ,318,IL275,158.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2017-04-03,2017
V847311,1-Jan,NJ,869,42739999,427.7,IDEXX CANINE BLOODWORK PACKAGE,2017-05-01,2017
V847311,1-Jan,NJ,316,IL24483,259.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2017-05-15,2017
V847311,1-Jan,NJ,627,IL5013,57.0,IDEXX FECAL DX OVA AND ANTIGEN,2017-05-15,2017
V847311,1-Jan,NJ,414,31803,130.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2017-06-19,2017
V847311,1-Jan,NJ,925,FAAP,155.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2017-06-26,2017
V847311,1-Jan,NJ,334,IL9101,82.73,IDEXX URINALYSIS ADD-ON,2017-07-03,2017
V847311,1-Jan,NJ,635,IL8041,122.72,IDEXX T4 FOLLOW-UP,2017-07-10,2017
V847311,1-Jan,NJ,659,3231,60.96,FECAL O&P PRIMATE - IDEXX #320381,2017-07-10,2017
V847311,1-Jan,NJ,439,IL5010,50.49,IDEXX OVA AND PARASITES 3 OR MORE,2017-07-31,2017
V847311,1-Jan,NJ,950,490IDX,45.5,IDEXX HEARTWORM SNAP TEST,2017-07-31,2017
V847311,1-Jan,NJ,756,IL90999,267.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2017-08-28,2017
V847311,1-Jan,NJ,487,10132,38.0,FRUCTOSAMINE (IDEXX IN-HOUSE),2017-09-04,2017
V847311,1-Jan,NJ,309,I910,79.0,IDEXX URINALYSIS,2017-09-04,2017
V847311,1-Jan,NJ,961,ID804,120.0,IDEXX TOTAL T4,2017-09-25,2017
V847311,1-Jan,NJ,833,FECAL,78.0,FECAL FLOAT (TO IDEXX LAB),2017-10-23,2017
V847311,1-Jan,NJ,825,IL90999,293.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2017-10-30,2017
V847311,1-Jan,NJ,739,AC100,102.9,IDEXX 4DX  W REFLEX,2017-12-04,2017
V847311,1-Jan,NJ,203,IL9101,83.73,IDEXX URINALYSIS ADD-ON,2017-12-25,2017
V847311,1-Jan,NJ,266,6120,69.0,IDEXX - CHEM 10 RECHECK,2017-12-25,2017
V847311,1-Jan,NJ,188,IL31829,126.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2018-01-08,2018
V847311,1-Jan,NJ,835,I381099,235.0,XXXA S (CBC/CH25/UA) IDEXX 38109999,2018-01-29,2018
V847311,1-Jan,NJ,544,490IDX,40.5,IDEXX HEARTWORM SNAP TEST,2018-02-05,2018
