companyid,locationid,patientid,clientid,breed,species,age
V943399,2-Jan,325,453,NORWEIGIAN FOREST CAT,FELINE,9
V943399,2-Jan,623,305,CHIHUAHUA,CANINE,19
V943399,2-Jan,335,330,TERRIER  YORKSHIRE,CANINE,9
V943399,2-Jan,658,405,BULLMASTIFF,CANINE,13
V943399,2-Jan,668,135,AMERICAN PIT BULL TERRIER,CANINE,13
V943399,2-Jan,496,163,COLLIE  BORDER MIX,CANINE,12
V943399,2-Jan,162,271,DOGO ARGENTINO,CANINE,7
V943399,2-Jan,339,227,RABBIT,RABBIT,11
V943399,2-Jan,825,361,LAB,CANINE,17
V943399,2-Jan,392,381,PINSCHER  MINIATURE,CANINE,17
V943399,2-Jan,638,397,TERRIER RAT,CANINE,18
V943399,2-Jan,226,383,BULLDOG  AMERICAN,CANINE,20
V943399,2-Jan,942,114,SHARPEI,CANINE,24
V943399,2-Jan,860,241,RETRIEVER LABRADOR,CANINE,9
V943399,2-Jan,296,113,YORKSHIRE TERRIER,CANINE,15
V943399,2-Jan,380,102,CHIHUAHUA,CANINE,17
V943399,2-Jan,660,491,POMERANIAN,CANINE,12
V943399,2-Jan,298,331,MALAMUTE,CANINE,21
V943399,2-Jan,887,419,SHORTHAIR  DOMESTIC,FELINE,20
V943399,2-Jan,925,315,ARABIAN,EQUINE,22
V943399,2-Jan,320,404,SHEPHERD GERMAN,CANINE,20
V943399,2-Jan,305,162,CHI X R.TERRIER,CANINE,18
V943399,2-Jan,146,112,RETRIEVER LABRADOR,CANINE,4
V943399,2-Jan,150,441,GOLDEN RETRIEVER,CANINE,17
V943399,2-Jan,852,450,DSH - DOMESTIC SHORTHAIR,CAT,11
V943399,2-Jan,199,283,PEMBROKE WELSH CORGI,DOG,6
V943399,2-Jan,820,122,RETRIEVER  GOLDEN,CANINE,21
V943399,2-Jan,147,109,POODLE,CANINE,18
V943399,2-Jan,697,339,LONGHAIR  DOMESTIC,FELINE,9
V943399,2-Jan,810,177,SHIH TZU,DOG,16
V943399,2-Jan,936,297,RETRIEVER  LABRADOR MIX,CANINE,15
V943399,2-Jan,824,354,SHIRE/TB,EQUINE,24
V943399,2-Jan,976,326,RETRIEVER LABRADOR,CANINE,23
V943399,2-Jan,743,493,BULLDOG  FRENCH,CANINE,6
V943399,2-Jan,364,282,BOXER,CANINE,15
V943399,2-Jan,750,257,MIXED,CANINE,16
V943399,2-Jan,816,256,SPANIEL  COCKER,CANINE,15
V943399,2-Jan,649,177,DLH,FELINE,16
V943399,2-Jan,455,495,PITBULL,CANINE,6
V943399,2-Jan,711,418,AUSTRALIAN SHEPHERD,DOG,22
V943399,2-Jan,671,214,LONGHAIR  DOMESTIC,FELINE,20
V943399,2-Jan,890,271,PITBULL,CANINE,16
V943399,2-Jan,356,469,IBIZAN HOUND,RABBIT,14
V943399,2-Jan,242,119,AKITA,CANINE,23
V943399,2-Jan,768,347,TERRIER  YORKSHIRE,CANINE,6
V943399,2-Jan,266,212,RETRIEVER GOLDEN,CANINE,20
V943399,2-Jan,907,305,MALTESE,CANINE,11
V943399,2-Jan,261,470,SHIH TZU,CANINE,7
V943399,2-Jan,515,473,SCHNAUZER,CANINE,22
V943399,2-Jan,916,331,PITBULL MIX,CANINE,11
V943399,2-Jan,168,316,SHORTHAIR  DOMESTIC,FELINE,2
V943399,2-Jan,640,441,LABRADOR RETRIEVER,CANINE,4
V943399,2-Jan,619,144,DOMESTIC LONG HAIR,FELINE,20
V943399,2-Jan,661,198,DSH,FELINE,11
V943399,2-Jan,812,398,RAT TERRIER,DOG,19
V943399,2-Jan,557,124,SHIH TZU,CANINE,12
V943399,2-Jan,979,294,SCHNAUZER,CANINE,10
V943399,2-Jan,742,233,GERMAN SHEPARD,CANINE,20
V943399,2-Jan,411,228,DOMESTIC SHORTHAIR,FELINE,19
V943399,2-Jan,952,161,BEAGLE,CANINE,1
V943399,2-Jan,655,190,CHIHUAHUA,CANINE,18
V943399,2-Jan,704,102,AUSTRAILIAN SHEPHERD X,CANINE,14
V943399,2-Jan,464,274,SHORT HAIR,FELINE,17
V943399,2-Jan,759,210,DOMESTIC SHORTHAIR,FELINE,3
V943399,2-Jan,350,214,GERMAN SHEPHERD DOG,CANINEGHT,17
V943399,2-Jan,581,254,DOMESTIC SHORTHAIR,FELINE,24
V943399,2-Jan,453,161,GERMAN SHEPHERD MIX,CANINE,17
V943399,2-Jan,903,268,DOMESTIC SHORT HAIR,FELINE,23
V943399,2-Jan,447,400,PINSCHER DOBERMAN,CANINE,2
V943399,2-Jan,487,230,POMERANIAN MIX,CANINE,11
V943399,2-Jan,383,175,SPANIELCOCKER,CANINE,20
V943399,2-Jan,772,142,MINI AUSTRALIAN SHEPARD,CANINE,11
V943399,2-Jan,541,468,SIBERIAN HUSKY,CANINE,17
V943399,2-Jan,290,292,DSH,FELINE,20
V943399,2-Jan,582,272,DOMESTIC LONG HAIR,FELINE,22
V943399,2-Jan,607,200,GOLDEN DOODLE,CANINE,8
V943399,2-Jan,672,293,GOLDEN RETRIEVER MIX,CANINE,9
V943399,2-Jan,531,168,CHIHUAHUA,CANINE,18
V943399,2-Jan,839,163,SHORTHAIR DOMESTIC,FELINE,22
V943399,2-Jan,489,239,TERRIER MIX,CANINE,9
V943399,2-Jan,718,307,SHEPHERD GERMAN,CANINE,12
V943399,2-Jan,175,393,SHIH TZU,CANINE,13
V943399,2-Jan,735,382,PUG,CANINE,17
V943399,2-Jan,435,102,CHINESE CRESTED,CANINE,23
V943399,2-Jan,126,379,RETRIEVER  LABRADOR MIX,CANINE,17
V943399,2-Jan,947,211,RETRIEVER LABRADOR,CANINE,12
V943399,2-Jan,206,437,MALTESE MIX,CANINE,14
V943399,2-Jan,767,485,RETRIEVER  LABRADOR,CANINE,21
V943399,2-Jan,533,436,RETRIEVER  GOLDEN MIX,CANINE,24
V943399,2-Jan,156,363,DOMESTIC LONGHAIR,FELINE,16
V943399,2-Jan,934,458,QUARTER HORSE CROSS,EQUINE,18
V943399,2-Jan,330,217,CHIHUAHUA,CANINE,9
V943399,2-Jan,978,268, HIMALAYAN MIX,FELINE,18
V943399,2-Jan,703,194,HUSKY MIX,CANINE,8
V943399,2-Jan,277,435,TERRIER  JACK RUSSELL,CANINE,13
V943399,2-Jan,878,386,SHEPHERD  GERMAN,CANINE,20
V943399,2-Jan,714,147,SIAMESE,FELINE,13
V943399,2-Jan,678,188,LONGHAIR  DOMESTIC,FELINE,23
V943399,2-Jan,418,237,GOLDEN RETRIEVER,CANINE,14
V943399,2-Jan,429,307,MIXED,CANINE,19
V943399,2-Jan,622,259,MIXED BREED,CANINE,22
V943399,2-Jan,701,202,TERRIER YORKSHIRE,CANINE,17
V943399,2-Jan,174,221,DSH,FELINE,2
V943399,2-Jan,669,399,RETRIEVER  LABRADOR,CANINE,14
V943399,2-Jan,695,456,DOMESTIC SHORTHAIR,FELINE,9
V943399,2-Jan,593,305,AKITA,CANINE,9
V943399,2-Jan,389,436,DOMESTIC SHORTHAIR,FELINE,24
V943399,2-Jan,129,243,FRENCH BULLDOG,CANINE,4
V943399,2-Jan,737,136,RETRIEVER LABRADOR,CANINE,9
V943399,2-Jan,683,343,AMERICAN PITBULL MIX,CANINE,18
V943399,2-Jan,337,221,POMERANIAN,CANINE,14
V943399,2-Jan,674,265,D.S.H,FELINE,12
V943399,2-Jan,466,233,DOMESTIC SHORTHAIR,FELINE,14
V943399,2-Jan,755,257,DOMESTIC MEDIUM HAIR,CAT,10
V943399,2-Jan,991,129,GERMAN SHEPHERD,CANINE,19
V943399,2-Jan,232,223,BASSET HOUNDD,CANINE,20
V943399,2-Jan,857,279,BULLDOG  ENGLISH,CANINE,4
V943399,2-Jan,477,428,CHIHUAHUA,CANINE,13
V943399,2-Jan,204,163,AMERICAN PIT BULL,CANINE,14
V943399,2-Jan,240,438,LABRADOR RETRIEVER,DOG,11
V943399,2-Jan,876,162,BORDER COLLIE,CANINE,8
V943399,2-Jan,209,325,SHEPHERD MIX,CANINE,10
V943399,2-Jan,731,482,WARMBLOOD,EQUINE,17
V943399,2-Jan,998,336,BICHON MIX,CANINE,17
V943399,2-Jan,699,155,RETRIEVER-LAB-MIX,CANINE,20
V943399,2-Jan,981,372,DOMESTIC SHORT HAIR,FELINE,16
V943399,2-Jan,160,175,YORKSHIRE/MIX,CANINE,12
V943399,2-Jan,415,329,DOMESTIC SHORTHAIR,FELINE,20
V943399,2-Jan,858,305,BOXER,CANINE,16
V943399,2-Jan,542,283,AFRICAN GREY PARROT,BIRD,6
V943399,2-Jan,963,437,SHIH TZU,CANINE,15
V943399,2-Jan,303,456,SHORTHAIR  DOMESTIC,FELINE,11
V943399,2-Jan,673,374,LHASA APSO,CANINE,12
V943399,2-Jan,457,151,FRENCH BULLDOG,CANINE,13
V943399,2-Jan,105,221,RETRIEVER  LABRADOR MIX,CANINE,10
V943399,2-Jan,134,306,BUDGERIGAR,AVIAN,17
V943399,2-Jan,255,174,MIXED,CANINE,8
V943399,2-Jan,237,192,SHORTHAIR  DOMESTIC,FELINE,24
V943399,2-Jan,885,147,PARROT,AVIAN,17
V943399,2-Jan,971,382,SPANIEL MIX,CANINE,21
V943399,2-Jan,629,365,DOMESTIC SHORTHAIR  (MIXED),FELINE,6
V943399,2-Jan,632,371,AUSTRALIAN SHEPHERD,CANINE,11
V943399,2-Jan,269,270,YORKSHIRE TERRIER,CANINE,8
V943399,2-Jan,165,394,SHORTHAIR  DOMESTIC,FELINE,13
V943399,2-Jan,535,332,THOROUGHBRED,EQUINE,24
V943399,2-Jan,569,199,LABRADOR,CANINE,14
V943399,2-Jan,744,122,SHIH TZU MIX,CANINE,13
V943399,2-Jan,340,196,BEAGLE MIX,CANINE,22
V943399,2-Jan,484,204,DOMESTIC SHORT-HAIRED,FELINE,17
V943399,2-Jan,835,210,DOMESTIC SHORT HAIR,FELINE,13
V943399,2-Jan,387,401,TERRIER  CAIRN,CANINE,17
V943399,2-Jan,822,189,BOSTON TERRIER,CANINE,19
V943399,2-Jan,154,176,POODLESTANDARD,DOG,3
V943399,2-Jan,152,289,D.S.H,FELINE,9
V943399,2-Jan,432,344,RETRIEVER  LABRADOR,CANINE,18
V943399,2-Jan,944,320,DOMESTIC SHORTHAIR,FELINE,15
V943399,2-Jan,378,348,CHIHUAHUA,CANINE,17
V943399,2-Jan,905,385,DOMESTIC LONGHAIR,FELINE,22
V943399,2-Jan,341,161,GERMAN SHEPHERD,CANINE,6
V943399,2-Jan,436,388,RETRIEVER  LABRADOR,CANINE,7
V943399,2-Jan,419,103,DOMESTIC SHORTHAIR,FELINE,19
V943399,2-Jan,414,484,BOSTON TERRIER,CANINE,8
V943399,2-Jan,968,320,PITBULL MIX,CANINE,7
V943399,2-Jan,398,267,TERRIER,CANINE,10
V943399,2-Jan,345,356,PITBULL,CANINE,7
V943399,2-Jan,715,320,SHEPHERD  AUSTRALIAN MIX,CANINE,3
V943399,2-Jan,880,371,CHOW CHOW,CANINE,23
V943399,2-Jan,485,241,PUG,CANINE,4
V943399,2-Jan,779,424,SHEBA INU,CANINE,20
V943399,2-Jan,426,167,DOMESTIC SHORTHAIR,FELINE,9
V943399,2-Jan,195,328,SCHNAUZER,CANINE,23
V943399,2-Jan,764,257,CHIHUAHUA,CANINE,18
V943399,2-Jan,196,443,PITBULL MIX,CANINE,10
V943399,2-Jan,220,120,GOLDEN/DOODLE,CANINE,15
V943399,2-Jan,935,101,WARMBLOOD,EQUINE,2
V943399,2-Jan,131,436,CHIHUAHUA,CANINE,18
V943399,2-Jan,603,235,CORGI,CANINE,9
V943399,2-Jan,302,341,CHIHUAHUA MIX,CANINE,19
V943399,2-Jan,681,414,YORKSHIRE TERRIER MIX,CANINE,10
V943399,2-Jan,114,307,RETRIEVER  LABRADOR MIXED,CANINE,12
V943399,2-Jan,788,211,DOMESTIC SHORTHAIR,FELINE,13
V943399,2-Jan,498,332,AMERICA SADDLEBRED,EQUINE,9
V943399,2-Jan,361,315,REX  MINI,RABBIT,11
V943399,2-Jan,102,353,PEMBROKE WELSH CORGI,CANINE,16
V943399,2-Jan,410,206,MIXED BREED,CANINE,18
V943399,2-Jan,589,371,SHORTHAIR DOMESTIC,FELINE,22
V943399,2-Jan,682,453,TERRIER MIX,CANINE,18
V943399,2-Jan,430,466,DOMESTIC SHORTHAIR,FELINE,21
V943399,2-Jan,264,344,DOMESTIC LONGHAIR,FELINE,8
V943399,2-Jan,564,232,DOMESTIC SHORTHAIR,CAT,17
V943399,2-Jan,930,179,GERMAN SHORTHAIR,CANINE,21
V943399,2-Jan,848,317,RETRIEVER MIXED,CANINE,14
V943399,2-Jan,590,477,TERRIER/MIX,CANINE,18
V943399,2-Jan,110,209,UPDATE BREED-WHAT MIXED,CANINE,2
V943399,2-Jan,911,410,DOMESTIC SHORTHAIR,FELINE,20
V943399,2-Jan,596,315,TERRIER WEST HIGHLAND WHITE,DOG,20
V943399,2-Jan,452,353,BULLDOG/FRENCH,CANINE,3
V943399,2-Jan,811,276,DOMESTIC SHORTHAIRR,FELINE,6
V943399,2-Jan,251,332,TERRIER MIXED,CANINE,13
V943399,2-Jan,107,204,RAGDOLL,FELINE,5
V943399,2-Jan,795,490,DOMESTIC SHORTHAIR,FELINE,4
V943399,2-Jan,958,486,ROTTWEILER,CANINE,11
V943399,2-Jan,774,466,RAT,RAT,3
V943399,2-Jan,605,211,BENGAL,FELINE,12
V943399,2-Jan,459,297,DSH,FELINE,13
V943399,2-Jan,870,387,DOMESTIC MEDIUMHAIR,FELINE,14
V943399,2-Jan,311,195,DOMESTIC SHORTHAIR,FELINE,15
V943399,2-Jan,733,490,CHIHUAHUA,CANINE,16
V943399,2-Jan,980,222,TERRIER  YORKSHIRE,CANINE,10
V943399,2-Jan,201,131,BEAGLE,CANINE,16
V943399,2-Jan,112,222,AUSTRAILIAN SHEPARD X,CANINE,21
V943399,2-Jan,625,164,LABRADOR RET MIX,CANINE,5
V943399,2-Jan,865,408,LEONBERGER,CANINE,2
V943399,2-Jan,817,138,LABRADOODLE,CANINE,6
V943399,2-Jan,245,209,GOLDEN RETRIEVX,CANINE,22
V943399,2-Jan,532,331,DOMESTIC SHORTHAIR,FELINE,22
V943399,2-Jan,462,132, DSH,FELINE,24
V943399,2-Jan,529,295,CHIHUAHUA LONG COAT,CANINE,16
V943399,2-Jan,547,224,CHIHUAHUA MIX,CANINE,3
V943399,2-Jan,621,437,POODLE/STANDARD,CANINE,24
V943399,2-Jan,989,113,DOMESTIC SHORT HAIR,CAT,24
V943399,2-Jan,650,407, D.M.H.,FELINE,9
V943399,2-Jan,606,492,BASSET HOUND,CANINE,21
V943399,2-Jan,399,129,PUG CHINESE,CANINE,21
V943399,2-Jan,289,112,DOMESTIC LONG HAIR,FELINE,4
V943399,2-Jan,846,332,DOMESTIC,FERRET,12
V943399,2-Jan,664,274,ROTTWEILER,CANINE,7
V943399,2-Jan,815,333,ROTTWEILER,CANINE,20
V943399,2-Jan,854,493,DOMESTIC LONGHAIR,CAT,16
V943399,2-Jan,992,292,DOBERMAN,CANINE,15
V943399,2-Jan,360,348,RETRIEVER  LABRADOR MIX,CANINE,16
V943399,2-Jan,412,422,DSH,FELINE,16
V943399,2-Jan,709,418,CHIHUAHUA,CANINE,15
V943399,2-Jan,716,227,DOMESTIC LONGHAIR,CAT,7
V943399,2-Jan,177,287,DOMESTIC LONGHAIR,FELINE,18
V943399,2-Jan,757,307,FERRET,FERRET,21
V943399,2-Jan,781,484,SETTER/ENGLISH,CANINE,8
V943399,2-Jan,712,407,BLUE HEELER  AUSTRALIAN,CANINE,11
V943399,2-Jan,167,496,RAT TERRIER,CANINE,22
V943399,2-Jan,281,270,AMERICAN QUARTER HORSE,EQUINE,19
V943399,2-Jan,329,160,RETRIEVER  LABRADOR,CANINE,7
V943399,2-Jan,859,459,GREAT DANE MIX,CANINE,12
V943399,2-Jan,745,258,DOMESTIC LONG HAIR,CAT,11
V943399,2-Jan,802,240,MALTESE,CANINE,13
V943399,2-Jan,274,108,MIXED,CANINE,19
V943399,2-Jan,101,241,DOMESTIC SHORTHAIR,FELINE,24
V943399,2-Jan,520,354,RETRIEVER  LABRADOR,CANINE,19
V943399,2-Jan,326,307,MALTESE,CANINE,22
V943399,2-Jan,127,163,POODLE-TOY,CANINE,23
V943399,2-Jan,778,336,ROTTWEILER,CANINE,22
V943399,2-Jan,474,469,LONGHAIR  DOMESTIC,FELINE,9
V943399,2-Jan,501,149,SIAMESE,FELINE,24
V943399,2-Jan,565,288,GER. SHEPHERD MX,CANINE,15
V943399,2-Jan,613,486,RETRIEVER-LAB-MIX,CANINE,20
V943399,2-Jan,517,397,LABRADOR RET,DOG,19
V943399,2-Jan,912,344,UNKNOWN FELINE,FELINE,9
V943399,2-Jan,359,455,DOMESTIC SHORTHAIR,FELINE,21
V943399,2-Jan,670,467,MALTIPOO,CANINE,3
V943399,2-Jan,909,216,LABRADOR RETRIEVER,CANINE,17
V943399,2-Jan,567,207,TERRIER MIX,CANINE,18
V943399,2-Jan,888,349,SHIH TZU,CANINE,17
V943399,2-Jan,306,443,SHIH TZU,CANINE,12
V943399,2-Jan,308,212,SIBERIAN HUSKY,CANINE,19
V943399,2-Jan,615,123,SHIH TZU,CANINE,16
V943399,2-Jan,239,455,PITBULL MIX,CANINE,9
V943399,2-Jan,117,212,SIBERIAN HUSKY,DOG,3
V943399,2-Jan,886,241,BEAGLE,CANINE,22
V943399,2-Jan,843,238,DOMESTIC SHORTHAIR,FELINE,15
V943399,2-Jan,169,110,MASTIFF,DOG,20
V943399,2-Jan,376,130,LABRADOR RETRIEVER,CANINE-DOGS,20
V943399,2-Jan,838,268,BOXER,CANINE,16
V943399,2-Jan,648,401,DOMESTIC SHORTHAIR,FELINE,5
V943399,2-Jan,808,102,FRENCH BULLDOG,CANINE,23
V943399,2-Jan,211,169,CATAHOULA,CANINE,11
V943399,2-Jan,164,386,LABRADOR RETRIEVER,CANINE,18
V943399,2-Jan,915,177,DOMESTIC SHORTHAIR,FELINE,3
V943399,2-Jan,348,236,RETRIEVER  LABRADOR,CANINE,19
V943399,2-Jan,143,412,TERRIER MIX,CANINE,11
V943399,2-Jan,631,149,CHIHUAHUA MIX,CANINE,21
V943399,2-Jan,172,452,LABRADOR RETRIEVER,CANINE - DOGS,21
V943399,2-Jan,191,200,PERSIAN,FELINE,22
V943399,2-Jan,900,181,SHEPHERD  GERMAN MIX,CANINE,9
V943399,2-Jan,346,332,DOMESTIC SHORT HAIR,FELINE,17
V943399,2-Jan,873,376,GOLDEN RETRIEVER,CANINE,18
V943399,2-Jan,994,463,SHORTHAIR DOMESTIC,FELINE,22
V943399,2-Jan,927,264,DOMESTIC SHORTHAIR,FELINE,23
V943399,2-Jan,897,286,AMERICAN QUARTER HORSE,EQUINE,15
V943399,2-Jan,951,113,CALICO,FELINE,24
V943399,2-Jan,910,376,BOXER,CANINE,20
V943399,2-Jan,867,307,OTHER,EQUINE,20
V943399,2-Jan,645,272,LAB,CANINE,23
V943399,2-Jan,194,217,MIXED,CANINE,13
V943399,2-Jan,691,112,BURMESE,FELINE,24
V943399,2-Jan,367,126,DOMESTIC SHORTHAIRR,FELINE,21
V943399,2-Jan,322,264,OTHER FELINE,FELINE,22
V943399,2-Jan,176,292,DSH,FELINE,22
V943399,2-Jan,628,417,SHAR PEI,CANINE,15
V943399,2-Jan,166,263,ENGLISH BULLDOG,CANINE,17
V943399,2-Jan,758,404,DOMESTIC LONG HAIR,FELINE,9
V943399,2-Jan,450,138,DSH,FELINE,2
V943399,2-Jan,504,292,TERRIER JACK RUSSEL,CANINE,18
V943399,2-Jan,280,484,UPDATE BREED-WHAT MIXED,CANINE,2
V943399,2-Jan,479,430,BLUE HEELER  AUSTRALIAN MIX,CANINE,14
V943399,2-Jan,406,490,CHIHUAHUA  SMOOTH,CANINE,15
V943399,2-Jan,357,346,QUARTER HORSE,EQUINE,24
V943399,2-Jan,478,244,PIT,DOG,17
V943399,2-Jan,931,127,TERRIER YORKSHIRE,CANINE,10
V943399,2-Jan,749,239,PAINT,EQUINE,4
V943399,2-Jan,583,260,RED LEGGED TORTOISE,REPTILES,9
V943399,2-Jan,473,478,DOMESTIC SHORTHAIR,FELINE,7
V943399,2-Jan,653,343,DOMESTIC SHORTHAIR,FELINE,11
V943399,2-Jan,766,424,CHIHUAHUA  SMOOTH,CANINE,17
V943399,2-Jan,826,103,TIBETAN SPANIEL,CANINE,20
V943399,2-Jan,347,389,JACK RUSSELL TERRIER,CANINE,20
V943399,2-Jan,109,255,GERMAN SHEPHERD,CANINE,20
V943399,2-Jan,965,263,DOMESTIC SHORTHAIR,FELINE,20
V943399,2-Jan,818,426,HAFLINGER,EQUINE,21
V943399,2-Jan,829,389,DOMESTIC SHORTHAIR,FELINE,20
V943399,2-Jan,448,134,MIXED LAB,CANINE,15
V943399,2-Jan,276,264,CHIHUAHUA MIX,CANINE,22
V943399,2-Jan,580,164,DMH,FELINE,14
V943399,2-Jan,189,237,PITBULL MIX,CANINE,11
V943399,2-Jan,552,475,AFRICAN GREY PARROT,BIRD,7
V943399,2-Jan,104,293,DOMESTIC SHORTHAIR,FELINE,20
V943399,2-Jan,434,456,CHIHUAHUA,CANINE,13
V943399,2-Jan,300,391,RETRIEVER LABRADOR,DOG,24
V943399,2-Jan,336,251,PIT BULL,CANINE,9
V943399,2-Jan,170,329,DOMESTIC LONGHAIR,FELINE,2
V943399,2-Jan,637,138,RETRIEVER GOLDEN,DOG,12
V943399,2-Jan,866,384,CHIHUAHUA,CANINE,8
V943399,2-Jan,225,413,WARMBLOOD,EQUINE,22
V943399,2-Jan,793,499,BICHON FRISE,CANINE,21
V943399,2-Jan,763,180,BICHON FRISE,CANINE,18
V943399,2-Jan,184,365,GERMAN SHEPHERD DOG,CANINE,16
V943399,2-Jan,405,342,MIXED,CANINE,8
V943399,2-Jan,591,197,NEWFOUNDLAND,CANINE,22
V943399,2-Jan,163,345,DACHSHUND,CANINE,8
V943399,2-Jan,754,488,DOMESTIC SHORTHAIR,FELINE,23
V943399,2-Jan,287,154,FRENCH BULL TERRIER,CANINE,13
V943399,2-Jan,247,308,BOSTON TERRIER,CANINE,11
V943399,2-Jan,214,481,DACHSHUND,CANINE,4
V943399,2-Jan,224,320,DSH - DOMESTIC SHORT HAIR,FELINE,24
V943399,2-Jan,601,320,MALAMUTE,DOG,21
V943399,2-Jan,917,397,CAVALIER KING CHARLES SPANIEL,CANINE,10
V943399,2-Jan,572,302,POODLE/STANDARD,CANINE,24
V943399,2-Jan,722,190,AKITA,CANINE,22
V943399,2-Jan,775,441,LONGHAIR  DOMESTIC,FELINE,21
V943399,2-Jan,161,110,MIX  LAB. RETRIEVER,CANINE,9
V943399,2-Jan,882,245,ALASKAN MALAMUTE,CANINE,19
V943399,2-Jan,941,118,GREAT PYRENEES MIX,CANINE,20
V943399,2-Jan,130,195,SHIH TZU,CANINE,11
V943399,2-Jan,139,157,SHETLAND SHEEPDOG,CANINE,21
V943399,2-Jan,417,290,DSH - DOMESTIC SHORT HAIR,FELINE,20
V943399,2-Jan,511,235,MIXED,CANINE,23
V943399,2-Jan,472,171,BEAGLE,CANINE,15
V943399,2-Jan,282,250,DOMESTIC SHORT HAIR,FELINE,18
V943399,2-Jan,707,421,PEKING DUCK,AVIAN,3
V943399,2-Jan,545,259,GOLDEN-DOODLE,CANINE,6
V943399,2-Jan,215,205,CHOW CHOW,CANINE,24
V943399,2-Jan,377,145,MIXED,CANINE,21
V943399,2-Jan,228,429,CHIHUAHUA,CANINE,17
V943399,2-Jan,677,393,SCHNAUZER MIX,CANINE,6
V943399,2-Jan,881,290,TERRIER/MIX,CANINE,4
V943399,2-Jan,421,227,UPDATE BREED-WHAT MIXED,CANINE,2
V943399,2-Jan,492,450,LOP,LAGOMORPH,15
V943399,2-Jan,960,263,BEAGLE,CANINE,17
V943399,2-Jan,263,237,DOMESTIC DWARF,FELINE,11
V943399,2-Jan,841,368,PAINT QH,EQUINE,3
V943399,2-Jan,732,249,SPANIEL  COCKER,CANINE,23
V943399,2-Jan,791,178,CHIHUAHUA,CANINE,16
V943399,2-Jan,644,393,AKBASH DOG,CANINE,10
V943399,2-Jan,894,290,DOMESTIC MEDIUM HAIR,FELINE,21
V943399,2-Jan,153,430,CONURE,AVIAN,20
V943399,2-Jan,182,154,MASTIFF,CANINE,13
V943399,2-Jan,609,238,TERRIER MIX,CANINE,24
V943399,2-Jan,304,479,MIXED- LARGE BREED,CANINE,8
V943399,2-Jan,831,214,INDIAN RINGNECK PARAKEET,BIRD,4
V943399,2-Jan,373,486,SHORTHAIR  DOMESTIC,FELINE,21
V943399,2-Jan,123,406,MALTESE,CANINE,24
V943399,2-Jan,460,119,DOMESTIC SHORTHAIR,CAT,17
V943399,2-Jan,510,171,CHOW CHOW,CANINE,24
V943399,2-Jan,796,302,DOMESTIC MEDIUMHAIR,FELINE,16
V943399,2-Jan,986,340,SUGAR GLIDER,SUGAR GLID,19
V943399,2-Jan,495,289,SIBERIAN HUSKY,CANINE,23
V943399,2-Jan,993,152,STAFFORDSHIRE TERRIER,CANINE,3
V943399,2-Jan,896,210,DOMESTIC SHORTHAIR,FELINE,12
V943399,2-Jan,600,143,BLUE HEELER MIX,CANINE,20
V943399,2-Jan,115,315,TERRIER-MIX,CANINE,24
V943399,2-Jan,315,451,STANDARD POODLE,CANINE,21
V943399,2-Jan,407,475,SHEPHERD MIX,CANINE,23
V943399,2-Jan,528,148,DOMESTIC SHORTHAIR,FELINE,22
V943399,2-Jan,584,404,CHICKEN,AVIAN,11
V943399,2-Jan,610,341,CHOW CHOW,CANINE,23
V943399,2-Jan,310,422,DOMESTIC MEDIUMHAIR,FELINE,16
V943399,2-Jan,933,441,SCHNAUZER  MINIATURE,CANINE,14
V943399,2-Jan,762,490,CATTLE DOG  AUSTRALIAN,CANINE,16
V943399,2-Jan,973,336,DOMESTIC SHORTHAIR,FELINE,11
V943399,2-Jan,103,149,TERRIER YORKSHIRE,CANINE,14
V943399,2-Jan,666,479,ENGLISH SETTER,CANINE,22
V943399,2-Jan,366,411,PEKE-A-POO,CANINE,17
V943399,2-Jan,635,256,LAB MIX,CANINE,13
V943399,2-Jan,734,235,CHIHUAHUA - LONG COAT,CANINE,13
V943399,2-Jan,279,324,SHORTHAIR  DOMESTIC,FELINE,17
V943399,2-Jan,710,383,PITBULL,CANINE,13
V943399,2-Jan,776,206,DOMESTIC SHORTHAIR,CAT,14
V943399,2-Jan,149,435,CATTLE DOG  AUSTRALIAN,CANINE,16
V943399,2-Jan,906,383,DMH,FELINE,15
V943399,2-Jan,465,183,RETRIEVER  LABRADOR,CANINE,24
V943399,2-Jan,120,407,DOMESTIC SHORTHAIR,FELINE,19
V943399,2-Jan,627,286,LABRADOR RETRIEVER,CANINE,4
V943399,2-Jan,403,269,MIXED BREED MEDIUM,CANINE,22
V943399,2-Jan,197,160,OTHER CANINE,CANINE,20
V943399,2-Jan,977,334,RETRIEVER  LABRADOR,CANINE,4
V943399,2-Jan,961,127,REDBONE COONHOUND,CANINE,21
V943399,2-Jan,690,493,MASTIFF,CANINE,14
V943399,2-Jan,659,236,ROTTWEILER,CANINE,24
V943399,2-Jan,327,461,DOMESTIC MEDIUMHAIR,FELINE,15
V943399,2-Jan,804,394,MASTIFF MIX,CANINE,12
V943399,2-Jan,652,356,DOBERMAN,CANINE,13
V943399,2-Jan,809,142,PITT,CANINEGHT,17
V943399,2-Jan,612,359,YORKSHIRE TERRIER,CANINE,8
V943399,2-Jan,521,343,RETRIEVER  LABRADOR,CANINE,23
V943399,2-Jan,293,489,BOSTON,DOG,16
V943399,2-Jan,238,169,BOXER,CANINE,14
V943399,2-Jan,970,139,TERRIER STAFFORDSHIRE,CANINE,8
